dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again.1|Not necessarily. It is possible for {s4} and I have to have an honest disagreement over strategy, without my seeking to replace him.{***}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.1|Our army sits doing nothing. Apparently, not too many nobles have answered the call to arms. Perhaps {s4} does not enjoy the confidence of the governors of this realm.{***}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.2|I disagree with this strategy. I would prefer to {s4}.{***}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.3|I personally would prefer to attack {s8}, but our admiral {s10} believes that it {s9}{***}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.4|I personally would prefer to defend {s8}, instead of {s9}.{***}
dlga_lord_strategy_follow_evaluation:lord_talk|Is there anything else?{***}
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|{s4}. Surrender now, and I'll spare your wretched life.{***}
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}{***}
dlga_lord_talk:lord_predemand|I suggest you to lay down your arms.{***}
dlga_lord_predemand:lord_demand|What is the meaning of this nonsense?{***}
dlga_lord_demand:lord_ultimatum_surrender|Simple enough. Surrender or die.{***}
dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}{***}
dlga_lord_attack_verify:lord_attack_verify_cancel|Uh, sorry, sir. Didn't mean it. It's all headache.{***}
dlga_lord_attack_verify_cancel:close_window|Fine. You may leave now.{***}
dlga_lord_attack_verify:lord_attack_verify_commit|I don't give a damn. Defend yourself while you still can!{***}
dlga_lord_attack_verify_commit:close_window|{s43}{***}
dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}{***}
dlga_lord_attack_verify_b:lord_attack_verify_cancel|Uh, sorry, sir. Didn't mean it. It's all headache.{***}
dlga_lord_attack_verify_b:lord_attack_verify_commit|Try it if you can! Troops, hear me!{***}
dlga_lord_demand:lord_pretalk|Uh, nothing. Nevermind me.{***}
dlga_lord_talk:liege_defends_claim_1|As I roamed the land, I encountered one who calls {reg3?herself:himself} {s45}...{***}
dlga_liege_defends_claim_1:liege_defends_claim_2|Oh really? Few dare mention that name in my presence. I am not sure whether to reward your bravery, or punish you for your impudence.{***}
dlga_liege_defends_claim_2:liege_defends_claim_3|Very well. I will indulge your curiosity. But listen closely, because I do not wish to speak of this matter again.{***}
dlga_liege_defends_claim_3:liege_defends_claim_4|{s48}{***}
dlga_liege_defends_claim_4:lord_talk|{s48}{***}
dlga_lord_talk:lord_prison_break_chains|I've come to break you out of here.{***}
dlga_lord_prison_break_chains:close_window|Thank Lord you came! Alas, I'm not going anywhere in these chains. The key is with the guard, you'll need to get it somehow.{***}
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|That should be possible. Very well, we'll attack {s1}.{***}
dlga_lord_talk:lord_ask_follow|Will you follow me? I have a plan.{***}
dlga_lord_ask_follow:close_window|I like your company, {playername}, but there is other business I must attend to. We might travel together again in a few days, if you wish.{***}
dlga_lord_ask_follow:close_window.1|That would hardly be proper, {playername}. Why don't you follow me instead?{***}
dlga_lord_ask_follow:close_window.2|{s43}{***}
dlga_lord_ask_follow:close_window.3|Lead the way, {playername}! Let us bring death and defeat to all our enemies.{***}
dlga_lord_talk:lord_leave_prison|I must leave now.{***}
dlga_lord_leave_prison:close_window|We'll meet again.{***}
dlga_lord_talk:lord_leave|Did not mean to bother you. I am leaving.{***}
dlga_lord_talk:dplmc_prisoner_chat_let_go|You are free to go.{***}
dlga_dplmc_prisoner_chat_let_go:close_window|{s43}{***}
dlga_lord_talk:new_letter_of_marque|I wish to become a privateer in your service.{***}
dlga_new_letter_of_marque:lord_pretalk|But do you not have in your possession such a letter by {s1}? Surely you do not have fleet enough to serve my interests as well! When the terms of your other contract have expired, then come speak with me. For I have found it is the same with ship captains as with hunting dogs: they both run faster if kept a little hungry!{***}
dlga_new_letter_of_marque:lord_pretalk.1|But, Sir! You are already at the bid and accorded the protection of the Crown of {s1}. What need have you of a letter? In the, I am sure, unlikely event that you are captured, you will be admitted in a regular exchange of military prisoners, eventually.{***}
dlga_new_letter_of_marque:lord_pretalk.2|But do you not serve the cause of {s1}? 'No man can serve two masters,' and you, Sir, are a captain!{***}
dlga_new_letter_of_marque:lord_pretalk.3|Ah, I see that you must have just arrived from an extended voyage. Well, one piece of news is that we are not currently at war with anyone. I now have nothing but friends in the Caribbean, an unusual circumstance that I do not yet wish to spoil by loosing the likes of... well... you, Sir.{***}
dlga_new_letter_of_marque:get_letter_of_marque_confirm|Hm, very well. We could always use an enterprising captain wreaking havoc amidst enemy shipping.^^Of course, a letter of marque issued by our government does not come free. It will cost you 5000 piastres up front. You would quickly recoup your losses with enemy goods and prizes, worry not.{***}
dlga_get_letter_of_marque_confirm:target_letter_of_marque|Very well. Here is the silver.{***}
dlga_target_letter_of_marque:target_letter_of_marque_choose|Which of our enemies do you wish to engage?{***}
dlga_target_letter_of_marque_choose:lord_pretalk|{s1}{***}
dlga_target_letter_of_marque_choose:lord_pretalk.1|On second thought, I'd rather not get involved.{***}
dlga_get_letter_of_marque_confirm:lord_pretalk|I don't have this kind of money on me right now.{***}
dlga_get_letter_of_marque_confirm:lord_pretalk.1|How much?! No, thanks.{***}
dlga_new_letter_of_marque:lord_pretalk.4|Excuse me? I don't know you nowhere near well enough to entrust you with harassing our enemies' shipping. Prove with your deeds that we can trust you - then we talk.{***}
dlga_lord_talk:add_letter_of_marque|I wish to purchase another letter of marque.{***}
dlga_add_letter_of_marque:lord_pretalk|You are already authorized to attack the interests of all our enemies.{***}
dlga_add_letter_of_marque:lord_pretalk.1|You have yet to show yourself as an efficient privateer. Prove your resourcefulness, then I will consider sponsoring you against another enemy of ours.{***}
dlga_add_letter_of_marque:get_letter_of_marque_confirm|Hm. Well, my records indicate that you have captured or sunk {reg0?only {reg0}:(ahem) no} ships of marque. No doubt more targets can only improve your aim. I suppose I can offer them to you for {reg1} piastres.{***}
dlga_add_letter_of_marque:get_letter_of_marque_confirm.1|You have served us well so far. Pay me another 1000 piastres, and I will officially authorize you to prey on more enemies of {s1}.{***}
dlga_lord_talk:remove_letter_of_marque|I wish to relinquish my letter of marque.{***}
dlga_remove_letter_of_marque:remove_letter_of_marque_confirm|Are you sure you want to cease being a privateer in the service of {s1}? Make no mistake - our protection will be gone, yet the enemies you have fought for us will not forget it.{***}
dlga_remove_letter_of_marque_confirm:lord_pretalk|Yes. I have a different career in mind.{***}
dlga_remove_letter_of_marque_confirm:lord_pretalk.1|Come to think of it, I'll rather keep it.{***}
dlga_lord_talk:lord_leave.1|I must beg my leave.{***}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.5|This strategy seems reasonable to me.{***}
dlga_lord_tell_objective:lord_pretalk.12|We are reconsidering our next objective.{***}
dlga_lord_tell_objective:lord_pretalk.13|I don't know: {reg1} {s1} (ERROR){***}
dlga_knight_offer_join:hero_pretalk.1|You forget your place, {sir/madam}. I do not take orders from the likes of you.{***}
dlga_knight_offer_join:knight_offer_join_2|I would be glad to fight at your side, my friend, but there is a problem...The thing is, I've found myself in a bit of debt that I must repay very soon. {reg6} piastres altogether,and I am honour-bound to return every coin. Unless you've got {reg6} piastres with you that you can spare,I've to keep my mind on getting this weight off my neck.{***}
dlga_knight_offer_join_2:knight_offer_join_accept|Here, take it, all {reg6} piastres you need. 'Tis only money.{***}
dlga_knight_offer_join_accept:knight_offer_join_accept_party|I've some trusted men in my band who could be of use to you. What do you wish to do with them?{***}
dlga_knight_offer_join_accept_party:knight_join_party_disband|You may disband your men. I've no need for other troops.{***}
dlga_knight_join_party_disband:close_window|Ah . . . Very well, {playername}. Much as I dislike losing good men,the decision is yours. I'll disband my troops and join you.{***}
dlga_knight_offer_join_accept_party:knight_join_party_join|Your men may join as well. We need every soldier we can muster.{***}
dlga_knight_join_party_join:close_window|Excellent.My lads and I will travel with you.{***}
dlga_knight_offer_join_accept_party:knight_join_party_lead_out|Lead your men out of the town. I shall catch up with you on the road.{***}
dlga_knight_join_party_lead_out:close_window|Very well then.I shall maintain a patrol of this area. Return if you have further orders for me.{***}
dlga_knight_offer_join_accept_party:knight_join_party_lead_out.1|Keep doing what you were doing. I'll catch up with you later.{***}
dlga_knight_offer_join_accept:close_window|Ah, certainly, it might be fun!{***}
dlga_knight_offer_join_2:knight_offer_join_accept.1|Then let us travel together, my friend.{***}
dlga_knight_offer_join_2:close_window|That's good to know. I will think on it.{***}
dlga_knight_offer_join_2:hero_pretalk|That's good to know. I will think on it.{***}
dlga_knight_offer_join:close_window|Join you? I think not.{***}
dlga_knight_offer_join:knight_offer_join_2.1|Aye, my friend, I'll be happy to join you.{***}
dlga_lord_talk_offer:lord_pretalk|Nevermind.{***}
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|I don't want to fight with you. Can we avoid it?{***}
dlga_party_encounter_offer_dont_fight:close_window|I owe you a favor, don't I. Well... all right. I will let you go. This time.{***}
dlga_party_encounter_offer_dont_fight:party_encounter_offer_money|Pay me {reg0} piastres and you can run away, coward.{***}
dlga_party_encounter_offer_money:close_window|All right, all right! I pay.{***}
dlga_party_encounter_offer_money:party_encounter_offer_money_no|Let's fight!{***}
dlga_party_encounter_offer_money_no:close_window|{s43}{***}
dlga_party_encounter_offer_dont_fight:close_window.1|{s43}{***}
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Cease your assault! I surrender.{***}
dlga_start:close_window.6|It has been an honor to serve you, {sir/my lady}.{***}
dlga_start:member_castellan_talk|Yes, {playername}? How can I help?{***}
dlga_member_castellan_talk:member_review_castle_garrison|I want to review the garrison of the fortress.{***}
dlga_member_review_castle_garrison:member_castellan_pretalk|Of course. Here are our lists, let me know of any changes you require...{***}
dlga_member_castellan_pretalk:member_castellan_talk|Anything else?{***}
dlga_member_castellan_talk:member_review_castellan_equipment|Let me see your equipment.{***}
dlga_member_review_castellan_equipment:member_castellan_pretalk|Very well, it's all here...{***}
dlga_member_castellan_talk:member_castellan_join|I want you to leave the fortress and join my party.{***}
dlga_member_castellan_join:close_window|I've grown quite fond of the place... But if it is your wish, {playername}, I'll come with you.{***}
dlga_member_castellan_join:member_castellan_pretalk|And where would we sleep? You're dragging a whole army with you, {playername}, there's no more room for all of us.{***}
dlga_member_castellan_talk:close_window|[Leave]{***}
dlga_start:close_window.7|Let's leave whenever you are ready.{***}
dlga_merchant_quest_4_start:close_window|Time's up, mates! Let's get them!{***}
dlga_start:relative_saved_1a|Thank you! If not for your timely intervention, I'd surely be dead by now, or worse! Did my uncle in {s9} send you after these scum?{***}
dlga_relative_saved_1a:close_window|Yes. I promised I would rescue you. Now, return to your family as quickly as you can.{***}
dlga_start:bandit_leader_1a|Please, don't hurt me! I can't take it anymore! Spare my life, and I'll leave these lands and learn to make an honest living, I swear!{***}
dlga_bandit_leader_1a:bandit_leader_1b|Very well, you will live. But first, I need information. Your gang have kidnapped the nephew of a merchant in town. Tell me where you're hiding him, and you may go in peace -- providing you never cross my path again.{***}
dlga_bandit_leader_1b:close_window|Oh bless you, {sir/my lady}. Bless you. We've done the lad no harm. We've been keeping him in our hideout near {s9}. I'll describe the area nearby in detail, so there's no mistaking it...{***}
dlga_start:looter_leader_1|What do you want?{***}
dlga_looter_leader_1:looter_leader_2|I've been looking for you. Tell me where you keep your prisoners, and I'll let you go.{***}
dlga_looter_leader_2:looter_leader_3|Hah! Those prisoners are only going free if you pay their ransom. Did you bring any silver?{***}
dlga_looter_leader_3:close_window|No, but I brought steel.{***}
dlga_looter_leader_1:close_window|Nothing. We'll leave you in peace.{***}
dlga_start:rescue_prisoner_succeed_2|{playername}, you saved {reg4?her:him}! Thank you ever so much for rescuing my {s11}.Please, take this, that's the least I can do to repay you.{***}
dlga_rescue_prisoner_succeed_2:lord_pretalk|Glad to be of service, {s65}.{***}
dlga_start_up_quest_1_next:close_window|Are you all right? Well.... I guess you're alive, at any rate. I'm not sure that we can say the same for the other fellow. That's one less thief to trouble our streets at night, although Heaven knows he won't be the last.... Anyway, maybe you can help me with something. Let's talk more inside. Out here, we don't know who's listening.{***}
dlga_start:merchant_quest_2a|Splendid work. You have hired enough men to take on the bandits. Now -- travellers entering {s9} have told us that there is a small group of robbers lurking on the outside of town. I suspect that they are all from the same band, the one that took my nephew. Hunt them down and defeat them, and make them disclose the location of their lair!{***}
dlga_merchant_quest_2a:close_window|Very well. I shall hunt for bandits.{***}
dlga_merchant_quest_2a:merchant_quest_2a_whynotcome|Why don't you come with us?{***}
dlga_merchant_quest_2a_whynotcome:merchant_quest_2a|Because I'm paying you to go take care of it. That's the short answer. The long answer is that I've got some leads to follow up here in town, and I have just as much chance of getting knocked on my head as you, if that's what you're asking. But I respect your question. Now, what do you say?{***}
dlga_merchant_quest_2a:close_window.1|I cannot deal with this matter at this time.{***}
dlga_start:merchant_quest_3a|So, you've found out where they hid my nephew? Splendid work. I flatter myself that I'm a fine judge of character, and you look to be a {man/woman} who can get things done. Now, go out and save his unworthy hide!{***}
dlga_merchant_quest_3a:close_window|Very well. I go now to attack the bandits in their lair, and find your nephew.{***}
dlga_merchant_quest_3a:close_window.1|I cannot deal with this matter at this time.{***}
dlga_start:merchant_quest_3b|Well... My nephew is home safe. I'm not sure what to do with him -- maybe pack him off to a university back in Europe. That way, if he gets knocked on the head in a street brawl, no one can say it's my fault. But that's not your problem. Here's the rest of your reward. It was well-earned.{***}
dlga_merchant_quest_3b:merchant_quest_4a|The money is most welcome, and I am glad to have been of service{***}
dlga_merchant_quest_4a:merchant_quest_4b|Good! Now... Are you interested in making some more?{***}
dlga_merchant_quest_4b:merchant_quest_4b1|Possibly. What do you need?{***}
dlga_merchant_quest_4b1:merchant_quest_4b2|Remember how I told you that the bandits had an ally inside the walls? I think I know who it is -- the captain of the watch, no less. Some months ago this captain, seeing the amount of profit we merchants were making from trade across the frontiers, decided to borrow some money to sponsor a caravan. Unfortunately, like many who are new to commerce, he failed to realize that great profit only comes with great risk. So he sank all his money into the most expensive commodities, and of course his caravan was captured and looted, and he lost everything.{***}
dlga_merchant_quest_4b2:merchant_quest_4b3|As a consequence, it seems, our captain turned to villainy to recoup his fortune. I supposed I'd do the same if, the Heavens forbid, I ever faced indebtedness and ruination. Now, any watch captain worth his salary will have a few thieves and robbers on his payroll, to inform on the rest, but our captain decides to employ these bastards wholesale. He brings them into the town, lets them do as they will, and takes a share of their take. You've heard of poachers turning gamekeepers? Well, in these lands, sometimes gamekeepers will turn poacher. Luckily, there's are still a few brave, honest souls in the watch who've told me how he works.{***}
dlga_merchant_quest_4b3:merchant_quest_4b4|Now -- here's my plan. I could bring this to the attention of {s4}, lord of the city, but that would mean an inquiry, my word against the captain's, and witnesses can be bought and evidence destroyed, or maybe the whole thing will be forgotten if the enemy comes across the border again, and all I'll get for my trouble is a knife in the ribs. In time of war, you see, a {s0}'s eye wanders far from {reg4?her:his} domain, and {reg4?her:his} subjects suffer. So I've got another idea. I've got a small group of townsfolk together, some men in my employ and some others who've lost relatives to these bandits, and we'll storm the captain's home and bring him in chains before {s4}, hopefully with a few captured bandits to explain how things stack up.{***}
dlga_merchant_quest_4b4:merchant_quest_4b5|All I need now is someone to lead my little army into battle -- and I can't think of anyone better than you. So, what do you say?{***}
dlga_merchant_quest_4b5:merchant_quest_4b6|How do I know that you're telling me the truth?{***}
dlga_merchant_quest_4b6:merchant_quest_4b7|Oh, well, I suppose it's possible that I found a dozen bandits who were willing to give their lives to give a passing stranger a false impression of life in old {s4}... Well, I guess you can't really know if my word is good, but I reckon you've learned by now that my money is good, and there's another 100 piastres, or maybe a bit more, that's waiting for you if you'll do me this last little favor. So what do you say?{***}
dlga_merchant_quest_4b7:merchant_quest_4b8|All right. I'll lead your men.{***}
dlga_merchant_quest_4b8:merchant_quest_4b9|Splendid. It's been a long time since I staked so much on a single throw of the dice, and frankly I find it exhilarating. My men are ready to move on your word. Are you ready?{***}
dlga_merchant_quest_4b9:merchant_quest_4_accept|Yes. Give them the sign.{***}
dlga_merchant_quest_4_accept:close_window|Good! Now -- strike hard, strike fast, and the captain and his henchmen won't know what hit them. May the heavens be with you!{***}
dlga_merchant_quest_4b9:merchant_quest_4_decline|Not now. I will need to rest before I can fight again.{***}
dlga_merchant_quest_4_decline:close_window|Right. I can keep my men standing by. If you let this go too long, then I suppose that I shall have to finish this affair without you, but I would be most pleased if you could be part of it as well. For now, take what time you need.{***}
dlga_merchant_quest_4b7:merchant_quest_4_decline|I'm sorry. This is too much, too fast. I need time to think.{***}
dlga_start:merchant_quest_persuasion|You may do as you wish, {sir/my lady}, but I am disappointed. You would do well to reconsider. I am a rich {reg65?woman:man}, and would show you my gratitude in coin.{***}
dlga_merchant_quest_persuasion:merchant_quest_1_prologue_3|You make a persuasive case. I will help you.{***}
dlga_merchant_quest_1_prologue_3:merchant_quest_1a|So here's my proposition. You look like you've had a bit of experience with a blade -- and more importantly, you must have a bit of fire in your belly, or you wouldn't be coming here to seek your fortune. So here's what I'm asking you to do: gather a small party, track down these bandits to their lair, teach them a lesson they won't forget, and get my nephew back safe. In return, you'll earn my lasting gratitude and a bit of silver. What do you say?{***}
dlga_merchant_quest_1a:merchant_quest_1b|I am interested.{***}
dlga_merchant_quest_1b:merchant_quest_1c|You won't be able to do this by yourself, though. If you try and take on the whole gang singlehandedly, the hunter will become the hunted, I'll warrant. You'll first want to round up a group of volunteers. There's always a few lads in the villages around here, looking for a bit of work that's more interesting than tilling the soil or hauling water. They'll follow you if you pay. So... Take this purse of 100 piastres. Consider it an advance on your reward. Go round to the villages, and use the money to hire some help. I'll reckon that you need at least five men to take on these bandits.{***}
dlga_merchant_quest_1c:merchant_quest_1d|Very good, sir. I'll go collect some men from around the villages.{***}
dlga_merchant_quest_1d:close_window|Good. You can find me again in the tavern here in {s1} after you've got your group together. Then we'll speak about what we do next.{***}
dlga_merchant_quest_1a:close_window|I am not interested, have more important business to do.{***}
dlga_merchant_quest_persuasion:merchant_quest_2|You make a persuasive case. I will help you.{***}
dlga_merchant_quest_2:merchant_quest_2a|Now -- go find and defeat that group of bandits.{***}
dlga_merchant_quest_persuasion:merchant_quest_3|You make a persuasive case. I will help you.{***}
dlga_merchant_quest_3:merchant_quest_3a|Now -- go attack that bandit hideout, get my nephew back, and show those brigands what happens to those who threaten my household.{***}
dlga_merchant_quest_persuasion:merchant_quest_4b8|You make a persuasive case. I will help you.{***}
dlga_merchant_quest_persuasion:close_window|As I say, I have more important business elsewhere.{***}
dlga_start:merchant_closing_statement_2|Ah... {playername}. Things didn't go quite so well as I had hoped. {s5} couldn't quite find it in {reg4?her:him} to overlook my little breach of the peace. Oh, {reg4?she:he}'s grateful enough that I got rid of {reg4?her:his} crooked captain -- a guard who'll let in bandits will let in an enemy army, if the price is right -- but {reg4?she:he} can't exactly have me running around here as a lasting reminder of {reg4?her:his} failure to take care of things {reg4?herself:himself}.{***}
dlga_merchant_closing_statement_2:merchant_closing_statement_3|That hardly seems fair...{***}
dlga_merchant_closing_statement_3:merchant_closing_statement_4|Fair? Rulers do what they will, and the rest of us do as they must. {reg4?She:He} didn't string me up, and instead gave me time to sell my properties -- even put in a word with the other merchants that they best pay me a fair price, too. That's gracious enough, as governors go -- but {reg4?she:he}'s a weak ruler, as they all are here, and weak rulers must always look to their authority first, and justice second. I suppose I'd do the same, in {reg4?her:his} shoes.{***}
dlga_merchant_closing_statement_4:close_window|Anyway, I wouldn't go rubbing your part in this affair in {s5}'s face -- but {reg4?she:he}'s taken note of you, and decided that you're not worth hanging, and that's something to which I'll raise a glass any day of the week. {reg4?She:He} might even have work for you, further down the road. Or, you can sell your {s0} to one of {reg4?her:his} competitors. Anyway, I hope you've learned a bit about what it will take to stay alive in this troubled land, and I suspect that the money you've earned won't go to waste. Good luck.{***}
dlga_merchant_quests_last_word:close_window|I am preparing to leave town in a short while. It's been an honor to know you. Good luck.{***}
dlga_start:member_intel_liaison|Greetings, stranger.{***}
dlga_member_intel_liaison:member_intel_liaison_results|What have you discovered?{***}
dlga_member_intel_liaison_results:member_intel_liaison|{s11} I notice that you have been keeping some notes about individual nobles. I have added my findings to your records.{***}
dlga_member_intel_liaison:close_window|It's time to pull you out. Let's leave town separately, but rejoin me outside the walls.{***}
dlga_member_intel_liaison:close_window.1|You're doing good work. Stay here for a little longer.{***}
dlga_start:close_window.8|Let's leave whenever you are ready.{***}
dlga_start:close_window.9|Please do not waste any more of my time today, {sir/madame}. Perhaps we shall meet again in our travels.{***}
dlga_start:companion_recruit_intro_response|{s5}{***}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}{***}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}{***}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}{***}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}{***}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}{***}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}{***}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}{***}
dlga_companion_recruit_signup_response:close_window|Unfortunately, I can't take on any more hands in my party right now.{***}
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}{***}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.{***}
dlga_companion_recruit_signup_confirm:close_window|Excellent. I'll pack my stuff and join you at once.{***}
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}{***}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}{***}
dlga_companion_recruit_payment_response:close_window|Sorry. I can't afford that at the moment.{***}
dlga_companion_recruit_signup_response:close_window.1|{s7}{***}
dlga_companion_recruit_backstory_response:close_window|{s7}{***}
dlga_companion_recruit_intro_response:close_window|{s7}{***}
dlga_start:companion_recruit_meet_again|We meet again.{***}
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|So... What have you been doing since our last encounter?{***}
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}{***}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|I might find some use for you in my party.{***}
dlga_companion_recruit_backstory_delayed_response:close_window|I'll let you know if I hear of anything.{***}
dlga_companion_recruit_meet_again:close_window|Good day to you.{***}
dlga_start:companion_recruit_secondchance|Yes?{***}
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|I am sorry if I was rude before. What was your story again?{***}
dlga_companion_recruit_secondchance:close_window|Nevermind.{***}
dlga_start:companion_rehire|I am still willing to sail with you again, my friend.{***}
dlga_companion_rehire:companion_recruit_signup_confirm|Welcome back, my friend!{***}
dlga_companion_rehire:companion_rehire_refused|Sorry, I can't take on anyone else right now.{***}
dlga_companion_rehire_refused:close_window|Well... Look me up if you change your mind, eh?{***}
dlga_start:companion_rehire.1|Glad to see you alive, {s5}! {s6}, and I did not know whether you had been captured, or slain, or got away. I've been roaming around since then, looking for you. Shall I rejoin your company?{***}
dlga_start:companion_prison_break_chains|I've come to break you out of here.{***}
dlga_companion_prison_break_chains:close_window|Thank Lord you came! Alas, I'm not going anywhere in these chains. The key is with the guard, you'll need to get it somehow.{***}
dlga_start:companion_rehire.2|{s5}{***}
dlga_start:companion_was_dismissed|It is good to see you, {s21}! Frankly, I had hoped to meet you again.{***}
dlga_companion_was_dismissed:companion_rehire|{s5}. Would you want me to rejoin your company?{***}
dlga_start:companion_rehire.3|So... Do you want me back yet?{***}
dlga_start:dplmc_recruiter_talk|Good day, {s0}. I would like to get on with my assignment, if that's fine with you.{***}
dlga_dplmc_recruiter_talk:close_window|Fine, keep going.{***}
dlga_dplmc_recruiter_talk:dplmc_recruiter_talk_2|I want you to recruit different troops.{***}
dlga_dplmc_recruiter_talk_2:dplmc_recruiter_talk_3|My current task is to recruit {reg1} {s1} troops for you. Should I recruit different soldiers from now on?{***}
dlga_dplmc_recruiter_talk_3:close_window|No, keep going.{***}
dlga_dplmc_recruiter_talk_3:dplmc_recruiter_talk_4|{s11}.{***}
dlga_dplmc_recruiter_talk_4:dplmc_recruiter_talk|Sure, {s0}, that I will. Anything else you want?{***}
dlga_dplmc_recruiter_talk_3:dplmc_recruiter_talk_4.1|Recruit any troops.{***}
dlga_start:dplmc_messenger_talk|Good day. Sorry, but I have no time to talk right now. I am delivering a very important message to {s6}.{***}
dlga_dplmc_messenger_talk:dplmc_messenger_talk_farewell|Alright, I don't want to delay you. Godspeed!{***}
dlga_dplmc_messenger_talk_farewell:close_window|Thank you. Farewell!{***}
dlga_start:dplmc_patrol_talk|Greetings, Sir. We are still patrolling {s6}. Do you have new orders for us?{***}
dlga_dplmc_patrol_talk:dplmc_patrol_orders_area_ask|Patrol a new area from now on.{***}
dlga_dplmc_patrol_orders_area_ask:dplmc_patrol_orders_area|Where should we go?{***}
dlga_dplmc_patrol_orders_area:dplmc_patrol_confirm_ask|{s11}.{***}
dlga_dplmc_patrol_confirm_ask:dplmc_patrol_confirm|As you wish, we will begin patrolling {s5}.{***}
dlga_dplmc_patrol_confirm:close_window|Thank you.{***}
dlga_dplmc_patrol_confirm:dplmc_patrol_pretalk|Wait, I changed my mind.{***}
dlga_dplmc_patrol_pretalk:dplmc_patrol_talk|Greetings, Sir. Do you have new orders for us?{***}
dlga_dplmc_patrol_talk:dplmc_patrol_orders_garrison_ask|I need you to reinforce a garrison.{***}
dlga_dplmc_patrol_orders_garrison_ask:dplmc_patrol_garrison_target|Where should we go?{***}
dlga_dplmc_patrol_garrison_confirm_ask:dplmc_patrol_garrison_confirm|As you wish, we will go and reinforce the garrison of {s5}.{***}
dlga_dplmc_patrol_garrison_confirm:close_window|Thank you.{***}
dlga_dplmc_patrol_garrison_confirm:dplmc_patrol_pretalk|Wait, I changed my mind.{***}
dlga_dplmc_patrol_garrison_target:dplmc_patrol_pretalk|Nevermind.{***}
dlga_dplmc_patrol_talk:dplmc_patrol_give_troops|I want to give some troops to you.{***}
dlga_dplmc_patrol_give_troops:dplmc_patrol_pretalk|Well, I could use some good soldiers. Thank you.{***}
dlga_dplmc_patrol_talk:close_window|I don't need your services now. You are dismissed.{***}
dlga_dplmc_patrol_talk:close_window.1|Please continue.{***}
dlga_dplmc_patrol_orders_area:dplmc_patrol_pretalk|Nevermind.{***}
dlga_start:dplmc_gift_talk|Greetings. I' am currently delivering {s12} to {s13}.{***}
dlga_dplmc_gift_talk:dplmc_gift_talk_farewell|Very well! Have a nice trip.{***}
dlga_dplmc_gift_talk_farewell:close_window|Thank you. Farewell!{***}
dlga_start:dplmc_scout_talk|{Sir/Madame}, I haven't finished my mission yet.{***}
dlga_dplmc_scout_talk:close_window|Fine, go on.{***}
dlga_start:dplmc_chancellor_talk|My {lord/lady}?{***}
dlga_dplmc_chancellor_talk:dplmc_chancellor_domestic_policy_options_ask|Let's discuss domestic policy.{***}
dlga_dplmc_chancellor_domestic_policy_options_ask:dplmc_chancellor_domestic_policy_options|As you wish, sir.{***}
dlga_dplmc_chancellor_domestic_policy_options:dplmc_chancellor_kingdom_culture_ask|I wish to select the kingdom's culture.{***}
dlga_dplmc_chancellor_kingdom_culture_ask:dplmc_chancellor_kingdom_culture_select|{s11}. Do you want to change it?{***}
dlga_dplmc_chancellor_kingdom_culture_select:dplmc_chancellor_pretalk|{s11}.{***}
dlga_dplmc_chancellor_pretalk:dplmc_chancellor_talk|Do you need anything else, sir?{***}
dlga_dplmc_chancellor_talk:dplmc_chancellor_info_kingdom_ask|Please give me some information about a noble.{***}
dlga_dplmc_chancellor_info_kingdom_ask:dplmc_chancellor_info_kingdom_select|Where is he from?{***}
dlga_dplmc_chancellor_info_kingdom_select:dplmc_chancellor_info_person_ask|{s11}.{***}
dlga_dplmc_chancellor_info_person_ask:dplmc_chancellor_info_person_select|Which noble do you want to hear about?{***}
