menu_start_game_0|Select your gender:{***}
mno_add_ren|Add 100 renown{***}
mno_add_ren1|Remove 100 renown{***}
mno_add_ren2|Add 1 honor{***}
mno_add_ren3|Remove honor{***}
mno_add_ren4|Add perk free points{***}
mno_exit|Exit{***}
menu_instant_escape|There is one heart-stopping moment during which you are sure you are about to be discovered, but in the end you find your way out of town. Your absence is discovered too late; you hear the cries and alarms fade as you quickly add distance from the town center. Shortly after, you discover a secluded camp in the woods and reunite with your soldiers.{***}
menu_sub_treasure_find|{s21}{***}
mno_sub_treasure_find_execute|{s2} {s1}.{***}
mno_sub_treasure_find_abandon|Abandon the search.{***}
menu_drowned|One of the soldiers fails to reappear after his dive. His body is soon discovered caught by a coral branch -- the poor man couldn't free himself and drowned. The crew becomes depressed with this tragedy.{***}
mno_drowned_continue|Stop work to hold a sea burial.{***}
menu_shark_attack|One of the divers hurts himself, and, in a span of mere seconds, an entire school of sharks arrives, attracted by the smell of blood! The party loses {reg0} soldiers dead and {reg1} seriously wounded before fending them off, {reg2} were saved by surgery. The crew is demoralized by the event.{***}
mno_shark_attack_continue|Pull everyone out of the water!{***}
menu_snake_bite|One of the soldiers grabs what he had thought was a rope in the dark. A rattlesnake bite makes him bloat, blacken, and pass away in supreme agony. The horrible screams of his torturous death ring in the ears of others for a long time...{***}
mno_snake_bite_continue|Stop work to smoke out the dig site.{***}
menu_cave_in|A single miscalculated shove, and no less than a ton of earth and rocks is loosed upon a group of diggers. The party loses {reg0} soldiers dead and {reg1} seriously wounded, not to mention the will to continue digging. At least {reg2} lives were saved by timely surgery.{***}
mno_cave_in_continue|Stop work and reinforce the dig shorings.{***}
menu_beast_attack|A scouting party rouses a jaguar from its sleep. The wildcat eviscerates its accidental molester with a single stroke of its claws, then flees into the jungle with a deafening roar. The surviving scouts are demoralized by this event.{***}
mno_beast_attack_continue|Stop work to scare off any additional wildlife with gunfire.{***}
menu_shooting|The darkness and the highstrung nerves play a cruel joke on your soldiers: two scouting parties take one another for a band of hostile natives and open fire. Your party loses {reg0} soldiers dead and {reg1} seriously wounded before they realize their tragic mistake. {reg2} lives were saved by timely surgery.{***}
mno_shooting_continue|Stop work to reorganize the men.{***}
menu_sub_treasure_found|{s21}{***}
mno_share|{s21}{***}
mno_keep|{s21}{***}
mno_remedy|Make up for the soldiers' troubles by paying out {reg0} piastres.{***}
mno_ignore|Ignore their discontent.{***}
mno_share_idol|Keep the idol, but give the crew their share of its value.{***}
mno_keep_idol|Keep the idol for yourself.{***}
mno_toss_idol|Throw the idol into the sea.{***}
menu_sub_treasure_finish|{s21}{***}
mno_sub_treasure_finish_continue|Well, something to do at the camp besides reading books...{***}
menu_main_treasure_init|'The Fountain of Youth. Property of Juan Ponce de Leon.' But of course! A mythic fountain granting eternal youth and immortality, sought by this Spanish conquistador a century and half ago for nine years, until his death in the last expedition. Everyone has heard that Ponce de Leon looked for it in Florida, but now you might possess the key to its precise location. Why else would someone tear the conquistador's map asunder and scatter its pieces all over the Caribbean?{***}
mno_main_treasure_init_continue|Well, off to Florida then!{***}
menu_main_treasure_found|There it is! The Fountain! Ponce de Leon was indeed right, even if he didn't live to know it. Looks like a plain spring pouring from a cavern rock, though... But, on the other hand, there are plenty of offerings of native making beneath it. It is anything but plain!{***}
mno_drink|Drink from the fountain.{***}
mno_plunder|Plunder the offerings.{***}
menu_main_treasure_drunk|Stepping forward from a semicircle of reverent soldiers, you walk to the mysterious spring and drink a handful of its waters. Sensations you have never known before enthrall you so much that you fail to notice how the cavern begins to rumble. The touch of an outsider has defiled the ancient native relic, and you would have surely ended up buried under the tons of rock if not for a mighty push by your loyal boatswain. Running out of the cavern, you sense with a strange detachment that you move faster and smoother than ever before.^^Your party loses {reg0} soldiers dead and {reg1} seriously wounded, while surgery saved {reg2} lives.{***}
mno_main_treasure_drunk_continue|Well, looks like I drank it to the dregs.{***}
menu_main_treasure_plundered|At your orders, the soldiers quickly and efficiently loot the native offerings: trinkets and figurines of gold, jewels and ritual items. There seems no end to this robbery, until it occurs to one of the soldiers to have a taste of the magical water. The cavern begins to crumble, burying the spring, the treasures, the soldiers, everything. The touch of an outsider defiled the ancient native relic, and it is now lost to the world forever. All that remains of the mythic Fountain of Youth is the offerings you just plundered.^^Your party loses {reg0} soldiers dead and {reg1} seriously wounded, while surgery saved {reg2} lives.{***}
menu_main_treasure_share_finish|Gold is a cheap replacement for eternal youth, but if there is a plenty of it, it might suffice. Most of the crew is satisfied with the outcome of the expedition.{***}
mno_main_treasure_share_finish_continue|That's good enough!{***}
menu_main_treasure_keep_finish|Having lost both the prospects of eternal youth and the gold, the crew is furious.{***}
mno_main_treasure_keep_finish_continue|Damn them to Hell!{***}
menu_quest_fight_in_prison|Perk test system cheats{***}
menu_quest_treasure_start|The surrounding area matches the sketch given by Francois, and this strange mound must store Flint's treasures!{***}
mno_quest_treasure_start_execute|Begin digging.{***}
mno_quest_treasure_start_abandon|Ignore the mound.{***}
menu_quest_treasure_found|After three hours of exhausting work, a shovel strikes against wood! More efforts are applied, and in the end, you unearth a small ironbound chest. Breaking the lock away, you discover a respectable collection of silver jewelry and coins.{***}
mno_quest_treasure_found_abandon|Finally!{***}
menu_quest_treasure_exit|At the bottom of the chest, you find a scrap of paper scrawled in bizarre brownish ink. It takes a while to make out anything out of this scrabble, and even then it makes little sense:^^Disciples Twelve shall hold the key to life and immortality. Seek them out and tread their way, then you shall find the Holy Grail.^F.^^Could it be written by Flint's own hand?{***}
mno_quest_treasure_exit_abandon|What is the meaning of this nonsense?{***}
menu_dplmc_ship_dmg|Lack of funds for fleet maintenance deteriorates the state of some of your ships.{***}
menu_dplmc_ship_deserters|Some of your crewmen no longer believe that you will pay their wages, and desert their posts.{***}
menu_dplmc_builds_dmg|Lack of funds causes your workers to quit their jobs at your {s50} in {s10}, and the facility is abandoned.{***}
menu_smugglers_patrool|{s1}{***}
mno_trade|Sell your goods.{***}
mno_smugglers_patrool_continue|Leave.{***}
menu_smugglers_escape|{s1}{***}
menu_castle_besiege_unavailable|Your party is clearly hesitating to assault a fortified town while led by a mere {s60}.{***}
mno_castle_besiege_unavailable_continue|Consider other options.{***}
menu_town_reqruit|Not ready yet.{***}
menu_town_tavern|This place, the rowdiest in the city, is home to wandering bands of local mercenaries, captains in search of a work and other misfits. You can rent free rooms to spend some time with your party here. Breakfast is included in the service.^{s1}{***}
mno_inn_wait|Stay in the guestrooms ({reg1} piastres per night).{***}
mno_tavern|Visit the tavern.{***}
menu_town_hall|Dozens of clerks are running the day to day affairs of the colony from this large and opulent building.{***}
mno_town_ms|Enter the townhall{***}
menu_town_wooden_fort|Vigilant soldiers patrol the battlements of a fort overlooking the harbor.{***}
mno_castle_station_troops|Manage the garrison. {s10}{***}
mno_dplmc_castle_give_troops|Transfer soldiers to the garrison (cannot remove).{***}
menu_main_treasure_quest|There it is! The Fountain! Ponce de Leon was indeed right. Looks like a plain spring pouring from a cavern rock, though... But, on the other hand, there are plenty of offerings of native making beneath it. It is anything but plain!{***}
menu_main_treasure_drunkquest|Stepping forward from a semicircle of reverent soldiers, you walk to the mysterious spring and drink a handful of its waters...{***}
mno_main_treasure_drunkquest_continue|Continue...{***}
menu_camp_08|Following the directions left by Jorge, you have reached Belize. Having asked a few citizens, you found McGonagall in the harbor, reading awful poetry to the dockers. His audience tried hard to ignore him. You decide to approach the poet...{***}
mno_camp08_action_1|Continue.{***}
menu_camp_09|For another two excruciating hours you have to suffer through listening to the sun of the Scottish poetry, feeling your intelligence draining with every passing minute. Finally, mister McGonagall leads you outside the city to meet up with his party. If a rolling 'r' and an 'oo' instead of an 'a' are anything to judge by, most of his men were born somewhere halfway between Glasgow and Edinburgh.{***}
mno_camp09_action_1|Continue.{***}
menu_camp_10|After a short trip, you have reached the colony of Bluefields. According to mister McGonagall, the aerie of the slave lords is hidden somewhere along the cost.{***}
mno_camp10_action_1|Continue.{***}
menu_camp_11|In a blink of an eye the shifty Frenchman mounted and quickly disappeared beyond a turn of the road. Only then you notice a young man with the looks of a clerk standing shy next to you...{***}
mno_camp11_action_1|Continue.{***}
menu_camp_12|You have found the final resting place of Zendar Van der Graaf. The plaque reads,^^'And many a heart will mourn for him, but all in vain,^Because he never can return to them again.^1640-1670'{***}
mno_camp12_action_1|Continue.{***}
menu_camp_13|While brooding over Zendar's tomb, you have spotted a strange person heading towards you...{***}
mno_camp13_action_1|Talk to him.{***}
menu_camp_14|The strange individual heads straight for the jungle and diseappears under the canopy...{***}
mno_camp14_action_1|Continue.{***}
menu_camp_15|You enter a tent full of some kinds of devices, glass bulbs and other obscure paraphernalia. Francois chalks some computations on a blackboard, adds water into the bulbs, the smell in the air reminds you of a looming thunderstorm.{***}
mno_camp15_action_1|Continue.{***}
menu_camp_16|Perk test system cheats{***}
menu_camp_17|As you turn around, you sense a fist connecting to your jaw. Then you sense nothing.{***}
mno_camp17_action_1|Continue.{***}
menu_camp_18|Out of the dark, you hear voices...{***}
mno_camp18_action_1|Continue.{***}
menu_camp_19|- Have you killed him?{***}
mno_camp19_action_1|Continue.{***}
menu_camp_20|- He'll be okay. I am a doctor, after all.{***}
mno_camp20_action_1|Continue.{***}
menu_camp_21|- Are we going back now?{***}
mno_camp21_action_1|Continue.{***}
menu_camp_22|- Yeah, but we must get Francois first.{***}
mno_camp22_action_1|Continue.{***}
menu_camp_23|You come to your senses in a strange place. You don't have a memory of getting there.{***}
mno_camp23_action_1|Continue.{***}
menu_camp_24|Perk test system cheats{***}
menu_name_faction|stub{***}
menu_sa_no_valid_ships|You don't have any ships capable of assaulting a city.{***}
mno_no_valid_ships_continue|Go back.{***}
menu_notification_center_captured|Your kingdom has expanded!^^{s1} was captured by {s2}.{***}
menu_mine_escape_result|{s1}^{reg1} of the prisoners have escaped, and {reg2} have perished in the attempt.^{reg3} of the guards were slain in the uprising.^^{s2}^^{s3}{***}
mno_mine_escape_result_continue|Continue...{***}
menu_mine|You are being detained at {s1}.{s4}^^{s2}^^{s3}{***}
mno_mine_wait|Keep waiting{***}
mno_mine_escape|{s1}{***}
mno_mine_prepare|Seek help from other prisoners{***}
mno_mine_send_message|Send a message to your supporters{***}
mno_mine_audience|Request an audience with administration{***}
menu_town_leave_land|Your supply train is empty. Are you sure you want to continue inland emptyhanded?{***}
mno_town_leave_land_return|Stay in the city{***}
mno_town_leave_land_leave|Continue inland{***}
menu_town_leave_sea|Your supply train will be disbanded, the goods will be placed into your cargo hold, and the surplus sold on the market. Are you sure you want to continue?{***}
mno_town_leave_sea_return|Stay in the city{***}
mno_town_leave_sea_leave|Put to sea{***}
menu_tavern_fight_lost|You came to your senses in a smelly ditch, beaten, bruised and short on silver. It would be prudent not to return to this tavern for a while.{***}
menu_tavern_fight_won|You have fought off the angry tavern-goers and left the premises hated, but undefeated. It will be a while till your face is a welcome sight in this tavern once again.{***}
menu_hobotent_sleep|You lay on a hammock. Sleep, or stand back?{***}
menu_missions|{s10}.{***}
mno_mis_begin|Continue...{***}
menu_mission_result|{s1}.{***}
mno_mis_continue|Continue...{***}
menu_prisoners|{s2}^^{s1} {s3}{***}
mno_prisoners_yes|Yes{***}
mno_prisoners_no|{s10}{***}
menu_lq_missions|{s50}{***}
mno_lq_begin|Continue...{***}
mno_lq_leave|Go back{***}
menu_lq_mission_result|{s50}{***}
mno_lq_mis_continue|Continue...{***}
menu_abbey|{s20}{***}
mno_abbey_center|Take a walk around the mission{***}
mno_abbey_buy_food|Purchase some food{***}
mno_abbey_wait|Stay here for a while ({reg1} piastres per day){***}
mno_abbey_hostile_action|Attack the mission!{***}
mno_abbey_leave|Leave{***}
menu_notification_quest_battle_begin|As you walk down the streets of {s10}, you spot a group of men making their way to the city gates and dragging along a tied up girl. They must be the thugs {s11} asked you to intercept.{***}
menu_quest_dinner|{s10}{***}
menu_quest_meet_courier|{s10}{***}
menu_quest_date_doughter|{s10}{***}
menu_notification_governers_doughter_quest_1|You have received a message from {s0}. He wants to see you as soon as possible.{***}
menu_quest_battle_end|You have defeated the thugs with ease. Shortly after, you are approached by a party of armed men led by {s10}. He asks you to have a conversation with him at his mansion.{***}
menu_cove_leave_sea|Your supply train will be disbanded, the goods will be placed into your cargo hold, and the surplus will be left behind! Are you sure you want to continue?{***}
mno_cove_leave_sea_return|Stay in the cove{***}
mno_cove_leave_sea_leave|Put to sea{***}
menu_cove_leave_land|Your supply train is empty. Are you sure you want to continue inland emptyhanded?{***}
mno_cove_leave_land_return|Stay in the cove{***}
mno_cove_leave_land_leave|Continue inland{***}
menu_cove|!!!{***}
menu_abbey_hostile_action|Attacking a mission would severely hurt your relations with traditionally Catholic nations of France and Spain. Are you sure you want to do this?{***}
mno_abbey_loot|{s0}{***}
menu_abbey_loot_fail_1|Surprisingly, the nuns managed to fight you off. In their infinite kindness, they let you go, humiliated but free.{***}
menu_abbey_loot_win_1|You have slaughtered the nuns and set the mission aflame. A quick search of its stores produces some goods they have prepared for the market. You could spend more time searching the mission vaults, but smoke can attract the attention of catholic garrisons nearby...{***}
mno_abbey_loot_2|Keep plundering{***}
menu_abbey_loot_more_succes|You have overturned the mission inside out, looting everything of value.{***}
menu_abbey_loot_more_fail|While you were busy plundering the mission, detachment of soldiers from a nearby garrison arrives to investigate the disturbances!{***}
mno_abbey_attack_reinforcements|To arms!{***}
menu_abbey_loot_win_2|You have dispersed the soldiers and went back to pillaging. Soon, the mission was stripped of everything valuable.{***}
menu_abbey_loot_fail_2|The soldiers rout your party and shackle the survivors. After a few days in dank prison, you found yourself sold into a life of hard labor...{***}
menu_lq_mission_ext|{s50}{***}
menu_start_game_2|Choose your starting background and difficulty level:{***}
mno_start_femadventurer|Daring adventurer (easy warrior){***}
mno_start_femmerchant|Rich heiress (easy merchant){***}
mno_start_fempirate|Pirate's daughter (medium){***}
mno_start_femservant|Indentured servant (hard){***}
menu_brothel_protection_fight_init|Not shown{***}
menu_brothel_room_init|Not shown{***}
menu_empty_menu_0415|Invalid{***}
menu_brothel_protection_fight_won|Not shown{***}
menu_captain_meeting_init|Your captains and governors have answered your summons, and soon enough joined you for the council.{***}
mno_next|Continue...{***}
menu_scn_conversation|Nothing{***}
menu_mine_release|{s2}{***}
mno_mine_release_continue|Continue...{***}
menu_mine_audience|{s2}{***}
mno_mine_audience_continue|Continue...{***}
menu_quest_battle_init|Not shown{***}
menu_doughter_quest_battle_begin|As you walk down the streets of {s10}, you spot a group of men making their way to the city gates and dragging along a tied up girl. They must be the thugs {s11} asked you to intercept.{***}
menu_empty_menu_0423|Invalid{***}
menu_empty_menu_0424|Invalid{***}
menu_empty_menu_0425|Invalid{***}
menu_empty_menu_0426|Invalid{***}
menu_empty_menu_0427|Invalid{***}
menu_empty_menu_0428|Invalid{***}
menu_empty_menu_0429|Invalid{***}
menu_empty_menu_0430|Invalid{***}
menu_empty_menu_0431|Invalid{***}
menu_empty_menu_0432|Invalid{***}
menu_empty_menu_0433|Invalid{***}
menu_empty_menu_0434|Invalid{***}
menu_empty_menu_0435|Invalid{***}
menu_empty_menu_0436|Invalid{***}
menu_empty_menu_0437|Invalid{***}
menu_empty_menu_0438|Invalid{***}
menu_empty_menu_0439|Invalid{***}
menu_empty_menu_0440|Invalid{***}
menu_empty_menu_0441|Invalid{***}
menu_empty_menu_0442|Invalid{***}
menu_empty_menu_0443|Invalid{***}
menu_empty_menu_0444|Invalid{***}
menu_empty_menu_0445|Invalid{***}
menu_empty_menu_0446|Invalid{***}
menu_empty_menu_0447|Invalid{***}
menu_empty_menu_0448|Invalid{***}
menu_empty_menu_0449|Invalid{***}
menu_empty_menu_0450|Invalid{***}
menu_empty_menu_0451|Invalid{***}
menu_empty_menu_0452|Invalid{***}
menu_empty_menu_0453|Invalid{***}
menu_empty_menu_0454|Invalid{***}
menu_empty_menu_0455|Invalid{***}
menu_empty_menu_0456|Invalid{***}
menu_empty_menu_0457|Invalid{***}
menu_empty_menu_0458|Invalid{***}
menu_empty_menu_0459|Invalid{***}
menu_empty_menu_0460|Invalid{***}
menu_empty_menu_0461|Invalid{***}
menu_empty_menu_0462|Invalid{***}
menu_empty_menu_0463|Invalid{***}
menu_empty_menu_0464|Invalid{***}
menu_empty_menu_0465|Invalid{***}
menu_empty_menu_0466|Invalid{***}
menu_empty_menu_0467|Invalid{***}
menu_empty_menu_0468|Invalid{***}
menu_empty_menu_0469|Invalid{***}
menu_empty_menu_0470|Invalid{***}
menu_empty_menu_0471|Invalid{***}
menu_empty_menu_0472|Invalid{***}
menu_empty_menu_0473|Invalid{***}
menu_empty_menu_0474|Invalid{***}
menu_empty_menu_0475|Invalid{***}
menu_empty_menu_0476|Invalid{***}
menu_empty_menu_0477|Invalid{***}
menu_empty_menu_0478|Invalid{***}
menu_empty_menu_0479|Invalid{***}
menu_empty_menu_0480|Invalid{***}
menu_empty_menu_0481|Invalid{***}
menu_empty_menu_0482|Invalid{***}
menu_empty_menu_0483|Invalid{***}
menu_empty_menu_0484|Invalid{***}
menu_empty_menu_0485|Invalid{***}
menu_empty_menu_0486|Invalid{***}
menu_empty_menu_0487|Invalid{***}
menu_empty_menu_0488|Invalid{***}
menu_empty_menu_0489|Invalid{***}
menu_empty_menu_0490|Invalid{***}
menu_empty_menu_0491|Invalid{***}
menu_empty_menu_0492|Invalid{***}
menu_empty_menu_0493|Invalid{***}
menu_empty_menu_0494|Invalid{***}
menu_empty_menu_0495|Invalid{***}
menu_empty_menu_0496|Invalid{***}
menu_empty_menu_0497|Invalid{***}
menu_empty_menu_0498|Invalid{***}
menu_empty_menu_0499|Invalid{***}
menu_notification_new_ladies_meeting|{s0} wants to see you as soon as possible.{***}
menu_empty_menu_0501|Invalid{***}
menu_empty_menu_0502|Invalid{***}
menu_empty_menu_0503|Invalid{***}
menu_empty_menu_0504|Invalid{***}
menu_empty_menu_0505|Invalid{***}
menu_empty_menu_0506|Invalid{***}
menu_empty_menu_0507|Invalid{***}
menu_empty_menu_0508|Invalid{***}
menu_empty_menu_0509|Invalid{***}
menu_empty_menu_0510|Invalid{***}
menu_empty_menu_0511|Invalid{***}
menu_empty_menu_0512|Invalid{***}
menu_empty_menu_0513|Invalid{***}
menu_empty_menu_0514|Invalid{***}
menu_empty_menu_0515|Invalid{***}
menu_empty_menu_0516|Invalid{***}
menu_empty_menu_0517|Invalid{***}
menu_empty_menu_0518|Invalid{***}
menu_empty_menu_0519|Invalid{***}
menu_empty_menu_0520|Invalid{***}
menu_empty_menu_0521|Invalid{***}
menu_empty_menu_0522|Invalid{***}
menu_empty_menu_0523|Invalid{***}
menu_empty_menu_0524|Invalid{***}
menu_empty_menu_0525|Invalid{***}
menu_empty_menu_0526|Invalid{***}
menu_empty_menu_0527|Invalid{***}
menu_empty_menu_0528|Invalid{***}
menu_empty_menu_0529|Invalid{***}
menu_empty_menu_0530|Invalid{***}
menu_empty_menu_0531|Invalid{***}
menu_empty_menu_0532|Invalid{***}
menu_empty_menu_0533|Invalid{***}
menu_empty_menu_0534|Invalid{***}
menu_empty_menu_0535|Invalid{***}
menu_empty_menu_0536|Invalid{***}
menu_empty_menu_0537|Invalid{***}
menu_empty_menu_0538|Invalid{***}
menu_empty_menu_0539|Invalid{***}
menu_empty_menu_0540|Invalid{***}
menu_empty_menu_0541|Invalid{***}
menu_empty_menu_0542|Invalid{***}
menu_empty_menu_0543|Invalid{***}
menu_empty_menu_0544|Invalid{***}
menu_empty_menu_0545|Invalid{***}
menu_empty_menu_0546|Invalid{***}
menu_empty_menu_0547|Invalid{***}
menu_empty_menu_0548|Invalid{***}
menu_empty_menu_0549|Invalid{***}
menu_empty_menu_0550|Invalid{***}
menu_empty_menu_0551|Invalid{***}
menu_empty_menu_0552|Invalid{***}
menu_empty_menu_0553|Invalid{***}
menu_empty_menu_0554|Invalid{***}
menu_empty_menu_0555|Invalid{***}
menu_empty_menu_0556|Invalid{***}
menu_empty_menu_0557|Invalid{***}
menu_empty_menu_0558|Invalid{***}
menu_empty_menu_0559|Invalid{***}
menu_empty_menu_0560|Invalid{***}
menu_empty_menu_0561|Invalid{***}
menu_empty_menu_0562|Invalid{***}
menu_empty_menu_0563|Invalid{***}
menu_empty_menu_0564|Invalid{***}
menu_empty_menu_0565|Invalid{***}
menu_empty_menu_0566|Invalid{***}
menu_empty_menu_0567|Invalid{***}
menu_empty_menu_0568|Invalid{***}
menu_empty_menu_0569|Invalid{***}
menu_empty_menu_0570|Invalid{***}
menu_empty_menu_0571|Invalid{***}
menu_empty_menu_0572|Invalid{***}
menu_empty_menu_0573|Invalid{***}
menu_empty_menu_0574|Invalid{***}
menu_empty_menu_0575|Invalid{***}
menu_empty_menu_0576|Invalid{***}
menu_empty_menu_0577|Invalid{***}
menu_empty_menu_0578|Invalid{***}
menu_empty_menu_0579|Invalid{***}
menu_empty_menu_0580|Invalid{***}
menu_empty_menu_0581|Invalid{***}
menu_empty_menu_0582|Invalid{***}
menu_empty_menu_0583|Invalid{***}
menu_empty_menu_0584|Invalid{***}
menu_empty_menu_0585|Invalid{***}
menu_empty_menu_0586|Invalid{***}
menu_empty_menu_0587|Invalid{***}
menu_empty_menu_0588|Invalid{***}
menu_empty_menu_0589|Invalid{***}
menu_empty_menu_0590|Invalid{***}
menu_empty_menu_0591|Invalid{***}
menu_empty_menu_0592|Invalid{***}
menu_empty_menu_0593|Invalid{***}
menu_empty_menu_0594|Invalid{***}
menu_empty_menu_0595|Invalid{***}
menu_empty_menu_0596|Invalid{***}
menu_empty_menu_0597|Invalid{***}
menu_empty_menu_0598|Invalid{***}
menu_empty_menu_0599|Invalid{***}
menu_choose_scenes_0|Choose a scene: (Page 1 of 18){***}
mno_back|Go back.{***}
mno_choose_scene_0|0 quest mission test: generate{***}
mno_choose_scene_1|0 temp camp: generate{***}
mno_choose_scene_2|0 test trees: generate{***}
mno_choose_scene_3| city  shipyard: generate{***}
mno_choose_scene_4|brit josef mainmenu: generate{***}
mno_choose_scene_5|caribbean abbey: generate{***}
mno_choose_scene_6|caribbean artillery battery: generate{***}
mno_choose_scene_7|caribbean attack chapel: generate{***}
mno_choose_scene_8|caribbean attack marsh: generate{***}
mno_choose_scene_9|caribbean attack quarry: generate{***}
mno_choose_scene_10|caribbean attack shipwreck: generate{***}
mno_choose_scene_11|caribbean cabin: generate{***}
mno_choose_scene_12|caribbean city 02: generate{***}
menu_choose_scenes_13|Choose a scene: (Page 2 of 18){***}
mno_previous|Previous...{***}
mno_choose_scene_13|caribbean city street harbor: generate{***}
mno_choose_scene_14|caribbean escape mine: indoors|generate{***}
mno_choose_scene_15|caribbean escape pit: generate{***}
mno_choose_scene_16|caribbean escape quarry: generate{***}
mno_choose_scene_17|caribbean escape sawmill: generate{***}
mno_choose_scene_18|caribbean fantasy land: generate{***}
mno_choose_scene_19|caribbean fleet camp: generate{***}
mno_choose_scene_20|caribbean fort hill 01: generate{***}
mno_choose_scene_21|caribbean hobo tent: generate{***}
mno_choose_scene_22|caribbean interior church: indoors{***}
mno_choose_scene_23|caribbean large camp: generate{***}
mno_choose_scene_24|caribbean mansion: generate{***}
mno_choose_scene_25|caribbean medium camp: generate{***}
menu_choose_scenes_26|Choose a scene: (Page 3 of 18){***}
mno_choose_scene_26|caribbean plantation cocoa: generate{***}
mno_choose_scene_27|caribbean plantation coffee: generate{***}
mno_choose_scene_28|caribbean plantation corn: generate{***}
mno_choose_scene_29|caribbean plantation cotton: generate{***}
mno_choose_scene_30|caribbean plantation sugarcane: generate{***}
mno_choose_scene_31|caribbean quest dungeon: indoors|generate{***}
mno_choose_scene_32|caribbean siege 01: generate{***}
mno_choose_scene_33|caribbean siege 02: generate{***}
mno_choose_scene_34|caribbean small camp: generate{***}
mno_choose_scene_35|caribbean tavern 01: generate{***}
mno_choose_scene_36|caribbean tavern 02: generate{***}
mno_choose_scene_37|caribbean tavern dm: generate{***}
mno_choose_scene_38|caribbean townhall: generate{***}
menu_choose_scenes_39|Choose a scene: (Page 4 of 18){***}
mno_choose_scene_39|caribbean tribes city 01: generate{***}
mno_choose_scene_40|caribbean tribes city 02: generate{***}
mno_choose_scene_41|caribbean tribes city 03: generate{***}
mno_choose_scene_42|caribbean tribes city 04: generate{***}
mno_choose_scene_43|caribbean tribes city 05: generate{***}
mno_choose_scene_44|carribean city 01: generate{***}
mno_choose_scene_45|conversation scene: generate{***}
mno_choose_scene_46|dhorak keep: generate{***}
mno_choose_scene_47|four ways inn: generate{***}
mno_choose_scene_48|ground assault stone wg large: generate{***}
mno_choose_scene_49|ground assault wooden ng large: generate{***}
mno_choose_scene_50|ground assault wooden ng small: generate{***}
mno_choose_scene_51|ground assault wooden wg large: generate{***}
menu_choose_scenes_52|Choose a scene: (Page 5 of 18){***}
mno_choose_scene_52|ground assault wooden wg small: generate{***}
mno_choose_scene_53|killer room scene: generate{***}
mno_choose_scene_54|meeting scene plain: generate{***}
mno_choose_scene_55|meeting scene plain forest: generate{***}
mno_choose_scene_56|mercs window scene: generate{***}
mno_choose_scene_57|oim artillery field 1: generate{***}
mno_choose_scene_58|oim artillery field 2: generate{***}
mno_choose_scene_59|oim artillery forest 1: generate{***}
mno_choose_scene_60|oim artillery forest 2: generate{***}
mno_choose_scene_61|oim artillery hills 1: generate{***}
mno_choose_scene_62|oim artillery river 1: generate{***}
mno_choose_scene_63|oim artillery river 2: generate{***}
mno_choose_scene_64|oim artillery shore 1: generate{***}
menu_choose_scenes_65|Choose a scene: (Page 6 of 18){***}
mno_choose_scene_65|oim p frigate assault: generate{***}
mno_choose_scene_66|oim p frigate large galleon assault: generate{***}
mno_choose_scene_67|oim p frigate small galleon assault: generate{***}
mno_choose_scene_68|oim p large galleon assault: generate{***}
mno_choose_scene_69|oim p large galleon schooner assault: generate{***}
mno_choose_scene_70|oim p large galleon small galleon assault: generate{***}
mno_choose_scene_71|oim p scene 001: generate|auto entry points|randomize{***}
mno_choose_scene_72|oim p scene 003: generate|auto entry points|randomize{***}
mno_choose_scene_73|oim p scene 004: generate|auto entry points|randomize{***}
mno_choose_scene_74|oim p scene 005: generate|auto entry points|randomize{***}
mno_choose_scene_75|oim p scene 006: generate|auto entry points|randomize{***}
mno_choose_scene_76|oim p scene 007: generate|auto entry points|randomize{***}
mno_choose_scene_77|oim p scene 008: generate|auto entry points|randomize{***}
menu_choose_scenes_78|Choose a scene: (Page 7 of 18){***}
mno_choose_scene_78|oim p scene 009: generate|auto entry points|randomize{***}
mno_choose_scene_79|oim p scene 010: generate|auto entry points|randomize{***}
mno_choose_scene_80|oim p scene 011: generate|auto entry points{***}
mno_choose_scene_81|oim p scene 012: generate|auto entry points{***}
mno_choose_scene_82|oim p scene 013: generate{***}
mno_choose_scene_83|oim p scene 014: generate{***}
mno_choose_scene_84|oim p scene 015: generate{***}
mno_choose_scene_85|oim p scene 016: generate{***}
mno_choose_scene_86|oim p scene 017: generate{***}
mno_choose_scene_87|oim p scene 018: generate{***}
mno_choose_scene_88|oim p scene 019: generate{***}
mno_choose_scene_89|oim p scene 020: generate{***}
mno_choose_scene_90|oim p scene 021: generate{***}
menu_choose_scenes_91|Choose a scene: (Page 8 of 18){***}
mno_choose_scene_91|oim p scene 022: indoors{***}
mno_choose_scene_92|oim p scene 023: generate{***}
mno_choose_scene_93|oim p scene 024: generate{***}
mno_choose_scene_94|oim p scene 025: generate{***}
mno_choose_scene_95|oim p scene 026: generate{***}
mno_choose_scene_96|oim p scene 027: generate{***}
mno_choose_scene_97|oim p scene 028: generate{***}
mno_choose_scene_98|oim p scene 029: indoors{***}
mno_choose_scene_99|oim p scene 030{***}
mno_choose_scene_100|oim p scene 031{***}
mno_choose_scene_101|oim p scene 032: indoors{***}
mno_choose_scene_102|oim p scene 033: generate{***}
mno_choose_scene_103|oim p scene 034: indoors{***}
menu_choose_scenes_104|Choose a scene: (Page 9 of 18){***}
